name,author,narrator,time,releasedate,language,stars,price
Broken Beginnings,"Writtenby:J.L.Beck,C.Hallman","Narratedby:AlastairHaynesbridge,SamanthaSummers",8 hrs,24-08-21,English,Not rated yet,"1,172.00"
Das geopolitische Risiko,"Writtenby:KatrinSuder,JanF.Kallmorgen",Narratedby:SebastianPappenberger,6 hrs and 18 mins,19-01-22,german,Not rated yet,602.00
Alene jorden rundt,Writtenby:LineFriisFrederiksen,Narratedby:LeaBaastrupRønne,2 hrs and 49 mins,02-10-19,danish,Not rated yet,233.00
Albert Einstein Was a Dope?,Writtenby:DanGutman,"Narratedby:JesúsE.Martínez,TylaCollier",1 hr and 18 mins,13-07-21,English,Not rated yet,"1,172.00"
Created in China,"Writtenby:GeorgesHaour,MaxvonZedtwitz",Narratedby:NigelCarrington,7 hrs and 13 mins,14-01-16,English,5 out of 5 stars1 rating,668.00
Uprooted,Writtenby:NaomiNovik,Narratedby:KatySobey,17 hrs and 20 mins,05-05-16,English,4.5 out of 5 stars17 ratings,323.00
Mariana Gives Thanks and Other Grateful Stories,"Writtenby:HighlightsforChildren,LeslieKimmelman,LauraGoering,",Narratedby:HighlightsforChildren,7 mins,17-07-18,English,Not rated yet,93.00
Der Fürst des Nebels,Writtenby:CarlosRuizZafón,Narratedby:RufusBeck,5 hrs and 46 mins,30-03-10,german,Not rated yet,535.00
Re-vive l'empereur !,Writtenby:RomainPuértolas,Narratedby:NicolasDjermag,9 hrs and 29 mins,03-05-17,french,Not rated yet,755.00
Symphony for the City of the Dead,Writtenby:M.T.Anderson,Narratedby:M.T.Anderson,10 hrs and 20 mins,22-09-15,English,4 out of 5 stars1 rating,836.00
Schamanische Reisen,Writtenby:SusanneHühn,Narratedby:SusanneHühn,1 hr and 16 mins,22-10-21,german,Not rated yet,434.00
Anger Management for Parents,Writtenby:SusanGarcia,Narratedby:SamanthaNovak,3 hrs and 4 mins,06-08-20,English,Not rated yet,501.00
The Merchant of Venice,"Writtenby:WilliamShakespeare,EdithNesbit",Narratedby:JoshVerbae,12 mins,04-12-18,English,4 out of 5 stars1 rating,152.00
Peter Rabbit 2,Writtenby:Puffin,Narratedby:EmiliaFox,3 hrs and 28 mins,23-01-20,English,Not rated yet,615.00
The Lays of Marie de France,Writtenby:MariedeFrance,"Narratedby:GeorginaSutton,DavidRintoul",5 hrs and 6 mins,06-12-20,English,Not rated yet,486.00
La casa degli sguardi,Writtenby:DanieleMencarelli,Narratedby:DarioSansalone,6 hrs and 19 mins,30-03-22,italian,Not rated yet,382.00
Fu Ping,"Writtenby:AnyiWang,HowardGoldblatt-translator",Narratedby:EmilyWooZeller,9 hrs and 4 mins,05-11-19,English,Not rated yet,668.00
Edie and the Box of Flits (Edie and the Flits 1),Writtenby:KateWilkinson,Narratedby:CharlieSanderson,5 hrs and 45 mins,22-07-21,English,Not rated yet,
A Spoonful of Murder,Writtenby:RobinStevens,Narratedby:KatieLeung,7 hrs,08-02-18,English,5 out of 5 stars1 rating,683.00
SOLD,Writtenby:DavidM.Greene,Narratedby:CliffordPonder,7 hrs and 23 mins,26-01-21,English,5 out of 5 stars1 rating,668.00
The Kidnapping of Christina Lattimore,Writtenby:JoanLoweryNixon,Narratedby:JulieDretzin,6 hrs and 29 mins,30-01-13,English,Not rated yet,703.00
Northanger Abbey,"Writtenby:JaneAusten,MarilynButler",Narratedby:EmmaNaomi,9 hrs and 47 mins,07-10-21,English,Not rated yet,888.00
The Jumping Game,Writtenby:HenriettaKnight,Narratedby:JillyBond,,06-12-18,English,Not rated yet,645.00
"You Can Do It, Yasmin!",Writtenby:SaadiaFaruqi,Narratedby:SharmilaDevar,27 mins,30-03-22,English,Not rated yet,187.00
Double Exposure,Writtenby:BridgetBirdsall,Narratedby:TaylorMeskimen,7 hrs,06-06-17,English,Not rated yet,670.00
Unmasking the Social Engineer,"Writtenby:ChristopherHadnagy,PaulF.Kelly,PaulEkman",Narratedby:ChristopherHadnagy,5 hrs and 20 mins,27-07-20,English,Not rated yet,668.00
Dragon Marked,Writtenby:JayminEve,Narratedby:DaraRosenberg,9 hrs and 24 mins,21-02-20,English,Not rated yet,668.00
Word of Honour,Writtenby:MichaelPryor,Narratedby:RupertDegas,11 hrs and 12 mins,31-10-14,English,Not rated yet,836.00
The Long Game,Writtenby:MitchMcConnell,Narratedby:MitchMcConnell,8 hrs and 28 mins,31-05-16,English,Not rated yet,"1,005.00"
Il suffit d'une décision pour changer de vie,Writtenby:AnthonyNevo,Narratedby:RémiPedevilla,9 hrs and 3 mins,31-03-22,french,Not rated yet,755.00
Rubaiyat of Omar Khayyam,Writtenby:EdwardFitzgerald,Narratedby:DenisDaly,25 mins,14-02-14,English,Not rated yet,167.00
Veinte mil leguas de viaje submarino,Writtenby:JulioVerne,Narratedby:CarlosCuevas,15 hrs and 31 mins,04-02-22,spanish,Not rated yet,959.00
The Bridemaker,Writtenby:RexanneBecnel,Narratedby:AnnRichardson,12 hrs and 16 mins,25-01-22,English,Not rated yet,703.00
How to Worry Less about Money,Writtenby:JohnArmstrong,Narratedby:DavidThorpe,,07-06-12,English,3.5 out of 5 stars3 ratings,323.00
Raising My Rainbow,Writtenby:LoriDuron,Narratedby:LoriDuron,6 hrs and 10 mins,27-05-14,English,Not rated yet,601.00
Her Forbidden Hero,Writtenby:LauraKaye,Narratedby:RachelFulginiti,6 hrs and 26 mins,29-06-17,English,Not rated yet,670.00
"CRISISstream with Dr. Mark Lerner: How to Handle Bullying in School, How to Deal with a School Crisis, How to Handle a College or University Crisis",Writtenby:Dr.MarkLerner,Narratedby:Dr.MarkLerner,18 mins,27-03-20,English,Not rated yet,187.00
Bonded Spirits: Book 1,Writtenby:JakeDaniel,"Narratedby:ChristianJ.Gilliland,HazelCohen",6 hrs and 41 mins,29-07-21,English,Not rated yet,668.00
Maigrir grâce à l'autohypnose,Writtenby:SandrineBelmont,Narratedby:CaroleBellanger,2 hrs and 31 mins,04-06-20,french,Not rated yet,301.00
Christmas Surprises at Mermaids Point,Writtenby:SarahBennett,Narratedby:AnnabelleIndge,3 hrs and 21 mins,03-11-21,English,Not rated yet,303.00
Felipe VI. Un rey en la adversidad,Writtenby:JoséAntonioZarzalejos,Narratedby:JoséAntonioZarzalejos,10 hrs and 49 mins,17-02-21,spanish,Not rated yet,729.00
Utopia,"Writtenby:SirThomasMore,GilbertBurnet-translator",Narratedby:SimonPrebble,4 hrs and 11 mins,08-03-11,English,Not rated yet,469.00
Vom Sinn unseres Lebens,Writtenby:MichaelNast,Narratedby:KaiSchulz,5 hrs and 35 mins,28-10-21,german,Not rated yet,434.00
Bitten by Fate,Writtenby:AnnabelleJacobs,Narratedby:AntonyFerguson,8 hrs and 36 mins,10-08-21,English,Not rated yet,
Procrastination,"Writtenby:JaneB.BurkaPhD,LenoraM.YuenPhD",Narratedby:SandraBurr,10 hrs and 42 mins,11-04-12,English,4 out of 5 stars1 rating,"1,005.00"
Intermediate Spanish,Writtenby:CentreofExcellence,Narratedby:ArianaCarolinaSeine,2 hrs and 53 mins,28-03-21,English,Not rated yet,469.00
"Безграничный разум. Учиться, учить и жить без ограничений",Writtenby:SmartReading,Narratedby:ОльгаГанкова,27 mins,04-09-20,russian,Not rated yet,132.00
2012年12月1週目 ヴォイニッチの科学書,"Writtenby:中西貴之,BJ","Narratedby:中西貴之,BJ",38 mins,25-05-15,japanese,Not rated yet,139.00
"Ponniyin Selvan - Part 5 [The Son of Ponni, Part 5]",Writtenby:Kalki,Narratedby:BombayKannan,12 hrs and 17 mins,03-09-20,tamil,5 out of 5 stars146 ratings,118.00
Know My Name,Writtenby:ChanelMiller,Narratedby:ChanelMiller,15 hrs and 25 mins,24-09-19,English,5 out of 5 stars77 ratings,"1,093.00"
Genesis Enigma,Writtenby:AndrewParker,Narratedby:JamesAdams,10 hrs and 29 mins,05-11-09,English,Not rated yet,586.00
Road Ends,Writtenby:MaryLawson,"Narratedby:IshanDavé,JessSalgueiro,JohnFleming",10 hrs and 12 mins,17-03-22,English,Not rated yet,888.00
Zombie Banks,Writtenby:YalmanOnaran,Narratedby:PeteLarkin,5 hrs and 41 mins,09-07-20,English,Not rated yet,668.00
The Heartfelt Life of Max Hartfield,Writtenby:ShawnInmon,Narratedby:JohnathanMcClain,1 hr and 13 mins,16-11-21,English,Not rated yet,83.00
In all seinen Farben,Writtenby:GeorgeLester,Narratedby:DirkPetrick,10 hrs and 8 mins,25-06-21,german,Not rated yet,468.00
Il buddhismo,Writtenby:GiorgioRenatoFranci,Narratedby:RiccardoMei,4 hrs and 31 mins,29-01-19,italian,Not rated yet,
The Prince,Writtenby:JenniferL.Armentrout,Narratedby:AmyLandon,6 hrs and 30 mins,27-11-18,English,5 out of 5 stars1 rating,668.00
Escaping the Giant Wave,Writtenby:PegKehret,Narratedby:TerryBregy,2 hrs and 46 mins,29-07-09,English,Not rated yet,350.00
Криминалистика. Игры разума,Writtenby:МарианнаСорвина,Narratedby:ВсеволодКузнецов,5 hrs and 19 mins,28-01-21,russian,Not rated yet,166.00
Bunker Hill to WWI,"Writtenby:JoeGiorello,SibellaGiorello",Narratedby:DanielGiorello,,03-09-20,English,Not rated yet,234.00
I've Been Thinking...,Writtenby:MariaShriver,Narratedby:MariaShriver,4 hrs and 12 mins,27-02-18,English,5 out of 5 stars2 ratings,754.00
The Ravine,Writtenby:WendyLower,Narratedby:JanGoodman,5 hrs and 30 mins,04-02-21,English,Not rated yet,645.00
The Green Rust,Writtenby:EdgarWallace,Narratedby:DonW.Jenkins,7 hrs and 58 mins,30-12-21,English,Not rated yet,334.00
May You Live in Interesting Times,Writtenby:LaraineNewman,Narratedby:LaraineNewman,9 hrs and 5 mins,11-03-21,English,4 out of 5 stars1 rating,"1,003.00"
Die Dunklen Gestade,Writtenby:MichaelMarcusThurner,Narratedby:RenierBaaken,3 hrs and 42 mins,20-10-21,german,Not rated yet,267.00
The Kama Sutra,Writtenby:Vatsyayana,Narratedby:GabrielleDrake,2 hrs and 36 mins,16-01-09,English,5 out of 5 stars1 rating,212.00
From Madness to Mindfulness,Writtenby:JenniferGunsaullusPhD,Narratedby:WendyTremontKing,10 hrs and 27 mins,28-09-21,English,Not rated yet,586.00
"Change Your Questions, Change Your Life",Writtenby:MarileeAdams,Narratedby:SuzanneToren,4 hrs and 43 mins,09-04-09,English,4 out of 5 stars27 ratings,468.00
Shipwreck!,"Writtenby:JakeMaddox,SeanTiffany",Narratedby:anonymous,37 mins,26-03-22,English,Not rated yet,152.00
Luis und Lena - Der Zwerg des Zorns,Writtenby:ThomasWinkler,Narratedby:MartinBaltscheit,2 hrs and 17 mins,09-08-21,german,Not rated yet,300.00
"Gardez l'oeil ouvert - Tome 2 [Keep Your Eyes Open, Book 2]",Writtenby:VictoriaCharlton,Narratedby:VictoriaCharlton,7 hrs and 2 mins,21-04-21,french,Not rated yet,491.00
Love for Imperfect Things,Writtenby:HaeminSunim,Narratedby:RaymondLee,4 hrs and 1 min,24-01-19,English,4.5 out of 5 stars14 ratings,615.00
A Hobbit Devotional,Writtenby:EdStrauss,Narratedby:JohnNuttall,6 hrs and 29 mins,22-06-15,English,Not rated yet,586.00
The David Wolf Mystery Thriller Series: Books 1-4,Writtenby:JeffCarson,Narratedby:SeanPatrickHopkins,28 hrs and 16 mins,06-11-17,English,5 out of 5 stars4 ratings,"1,003.00"
Американский гамбит,Writtenby:АндрейИльин,Narratedby:ОлегШубин,9 hrs and 57 mins,17-11-21,russian,Not rated yet,200.00
Black Revenge (French edition),Writtenby:AngelArekin,"Narratedby:AbelGoehrs,AliceMarco",15 hrs and 13 mins,21-02-22,french,Not rated yet,"1,058.00"
第796回 新刊ラジオ第2部プレミアム　,"Writtenby:矢島雅弘,石橋遊","Narratedby:矢島雅弘,石橋遊",20 mins,16-05-18,japanese,Not rated yet,139.00
"Campfire Ghost Stories, Volume II",Writtenby:A.S.Mott,Narratedby:JaniceRyan,5 hrs and 26 mins,28-02-21,English,Not rated yet,304.00
Autumn Spice on Sunflower Street and Christmas Wishes on Sunflower Street,Writtenby:RachelGriffiths,Narratedby:RebeccaCourtney,6 hrs and 17 mins,07-10-21,English,Not rated yet,569.00
Crown of Midnight,Writtenby:SarahJ.Maas,Narratedby:ElizabethEvans,12 hrs and 43 mins,28-01-21,English,5 out of 5 stars9 ratings,569.00
On the Run in Nazi Berlin,"Writtenby:BertLewyn,BevSaltzmanLewyn-contributor","Narratedby:JonathanDavis,SuzanneToren",12 hrs and 50 mins,12-03-19,English,5 out of 5 stars1 rating,836.00
The Knight of Maison-Rouge,Writtenby:AlexandreDumas,Narratedby:SimonVance,12 hrs and 44 mins,05-02-19,English,Not rated yet,700.00
"Kitchen Disco, Bathroom Boogie, Veg Patch Party",Writtenby:ClareFoges,"Narratedby:EdCurrie,JamesKnight,KimChandler,",38 mins,17-11-20,English,Not rated yet,303.00
Discover Cryobiology,Writtenby:LisaJ.Amstutz,Narratedby:Intuitive,16 mins,15-01-20,English,Not rated yet,164.00
The Power of Onlyness,Writtenby:NiloferMerchant,Narratedby:NiloferMerchant,8 hrs and 42 mins,29-08-17,English,Not rated yet,879.00
Sisi - Das dunkle Versprechen,"Writtenby:ElenaHell,RobertKrause","Narratedby:SarahDorsel,MaximilianLaprell",11 hrs and 52 mins,14-12-21,german,Not rated yet,703.00
"Plutarch's Lives, Volume 1 of 2",Writtenby:Plutarch,Narratedby:B.J.Harrison,41 hrs and 4 mins,06-08-14,English,Not rated yet,938.00
Sassy Surrogate,"Writtenby:HeroClub,DorothyEwels","Narratedby:StephenDexter,CJBloom,JoshGoodman",4 hrs and 17 mins,30-01-22,English,Not rated yet,501.00
Orbs,Writtenby:NicholasSansburySmith,Narratedby:BronsonPinchot,9 hrs and 15 mins,03-04-18,English,Not rated yet,820.00
Nella vita tutto è possibile,Writtenby:DamianoCarrara,Narratedby:FrancescoMeoni,,18-08-20,italian,Not rated yet,460.00
The Big Jump: Lindbergh and the Great Atlantic Air Race,Writtenby:RichardBak,Narratedby:ArthurMorey,11 hrs and 12 mins,31-07-12,English,Not rated yet,836.00
Gunner,Writtenby:SavannahRylan,"Narratedby:JoeArden,SamanthaCook",5 hrs and 3 mins,24-07-18,English,Not rated yet,668.00
Das Drachenpferd,Writtenby:VirginiaFox,Narratedby:KarolineMaskvonOppen,16 hrs and 34 mins,26-01-22,german,Not rated yet,434.00
Hester on the Run,Writtenby:LindaByler,Narratedby:StephanieWillis,8 hrs and 53 mins,04-11-15,English,Not rated yet,668.00
Entdecker (ZEIT Geschichte),Writtenby:DIEZEIT,Narratedby:MartinSailer,1 hr and 51 mins,15-02-11,german,Not rated yet,166.00
Oltremare,Writtenby:NicolaLabanca,Narratedby:AlbertoLori,22 hrs,05-04-21,italian,Not rated yet,"1,188.00"
Earth,Writtenby:TimothyGood,Narratedby:StephenBelDavies,17 hrs and 47 mins,12-11-19,English,Not rated yet,820.00
Big Sur and the Oranges of Hieronymus Bosch,Writtenby:HenryMiller,Narratedby:TomPerkins,15 hrs and 24 mins,21-05-19,English,Not rated yet,703.00
Give It a Push! Give It a Pull!,Writtenby:JenniferBoothroyd,Narratedby:Intuitive,5 mins,06-06-17,English,Not rated yet,164.00
To Wee or Not to Wee,Writtenby:PamelaButchart,Narratedby:SusanCalman,1 hr and 8 mins,01-12-17,English,Not rated yet,266.00
Ellison Onizuka,Writtenby:StephanieCham,Narratedby:anonymous,4 mins,23-02-22,English,Not rated yet,82.00
Dumpster Doll,"Writtenby:MichelleMays,MichelleMoone",Narratedby:MichelleMays,4 hrs and 56 mins,23-09-21,English,Not rated yet,562.00
A to Z Mysteries Super Edition 1: Detective Camp,Writtenby:RonRoy,Narratedby:DavidPittu,1 hr and 49 mins,15-03-22,English,Not rated yet,402.00
第63回 新刊ラジオ第2部プレミアム　,"Writtenby:矢島雅弘,石橋遊","Narratedby:矢島雅弘,石橋遊",18 mins,25-05-15,japanese,Not rated yet,139.00
"Il viaggio - Le origini. Virgilio, Enea e Roma",Writtenby:AndreaCarandini,Narratedby:AndreaCarandini,41 mins,19-07-19,italian,Not rated yet,113.00
"I Am Number Four: Lorien Legacies, Book 1",Writtenby:PittacusLore,Narratedby:AdamKaplan,11 hrs and 24 mins,13-09-10,English,5 out of 5 stars3 ratings,752.00
Ritual,Writtenby:NoaXireau,Narratedby:EvaColl,14 hrs and 49 mins,10-09-21,spanish,Not rated yet,345.00
What Einstein Told His Cook,Writtenby:RobertL.Wolke,Narratedby:SeanRunnette,9 hrs and 12 mins,14-06-12,English,Not rated yet,569.00
Het lot beslist anders,"Writtenby:AverilIves,TonStam",Narratedby:MariekeFrankema,4 hrs and 36 mins,27-01-22,dutch,Not rated yet,200.00
An Act of Courage,Writtenby:K.C.Lynn,"Narratedby:CallieDalton,TeddyHamilton",6 hrs and 56 mins,10-08-21,English,Not rated yet,586.00
第725回 新刊ラジオ第2部プレミアム　,"Writtenby:矢島雅弘,石橋遊","Narratedby:矢島雅弘,石橋遊",17 mins,16-05-18,japanese,Not rated yet,139.00
2010年2月1週目 ヴォイニッチの科学書　　,"Writtenby:中西貴之,BJ","Narratedby:中西貴之,BJ",35 mins,16-05-18,japanese,Not rated yet,139.00
発達障害・グレーゾーンの子の受験を突破する学習法,Writtenby:芦澤唯志,Narratedby:じゅんぺい,6 hrs and 2 mins,26-11-21,japanese,Not rated yet,837.00
Setters,"Writtenby:ChristineZuchora-Walske,KeithDaniels",Narratedby:anonymous,21 mins,25-02-22,English,Not rated yet,93.00
Strength,"Writtenby:JaneWashington,JayminEve",Narratedby:VanessaMoyen,7 hrs and 59 mins,21-08-18,English,4.5 out of 5 stars2 ratings,668.00
Sales Management for Dummies,Writtenby:ButchBellah,Narratedby:ChrisSorensen,13 hrs and 33 mins,24-09-19,English,Not rated yet,703.00
Loslassen und Abschied nehmen,Writtenby:SusanneHühn,Narratedby:SusanneHühn,21 mins,10-09-21,german,Not rated yet,233.00
"Hotels, Hospitals, and Jails",Writtenby:AnthonySwofford,Narratedby:AnthonySwofford,8 hrs and 23 mins,05-06-12,English,Not rated yet,500.00
On Account of Race,Writtenby:LawrenceGoldstone,Narratedby:RhettSamuelPrice,9 hrs and 34 mins,22-09-20,English,Not rated yet,516.00
Heartbreak Symphony,Writtenby:LaekanZeaKemp,"Narratedby:RobbMoreira,TaniaPossick",9 hrs and 47 mins,05-04-22,English,Not rated yet,500.00
A Watermelon in the Sukkah,"Writtenby:SylviaA.Rouss,ShannanRouss",Narratedby:Intuitive,3 mins,28-04-17,English,Not rated yet,164.00
Justice on Both Sides,Writtenby:MaishaT.Winn,Narratedby:MiaEllis,6 hrs and 13 mins,18-01-22,English,Not rated yet,586.00
How to Treat People,Writtenby:MollyCase,Narratedby:MollyCase,6 hrs and 54 mins,21-03-19,English,Not rated yet,683.00
Breakfast with Einstein,Writtenby:ChadOrzel,Narratedby:ToddBoyce,8 hrs and 23 mins,01-11-18,English,3 out of 5 stars1 rating,"1,328.00"
Two Sisters,Writtenby:ÅsneSeierstad,Narratedby:SuehylaEl'Attar,15 hrs and 13 mins,03-04-18,English,Not rated yet,"1,003.00"
Maybe I'll Pitch Forever,"Writtenby:LeRoySatchelPaige,DavidLipman",Narratedby:EdwardLewis,6 hrs and 50 mins,25-06-09,English,Not rated yet,702.00
Ocho pasos hacia la felicidad [Eight Steps Towards Happiness],Writtenby:GuesheKelsangGyatso,Narratedby:TharpaEditorial,12 hrs and 1 min,02-07-18,spanish,Not rated yet,307.00
La voce di Mignon,Writtenby:AlessandroTenaglia,Narratedby:AlessandroTenaglia,6 hrs and 44 mins,10-08-21,italian,Not rated yet,190.00
Lo spazio tra le stelle,Writtenby:AnneCorlett,Narratedby:AnnaCharlotteBarbera,13 hrs and 42 mins,23-03-19,italian,Not rated yet,843.00
Gegen jede Vernunft,Writtenby:AmélieDuval,"Narratedby:LaraLeBon,MichaelBorgard,BerndReheuser",8 hrs and 23 mins,19-03-20,german,Not rated yet,501.00
La vie secrète de Pablo Escobar,Writtenby:MariaIsabelSantos-Escobar,Narratedby:Marie-LaureDougnac,10 hrs and 49 mins,31-01-22,french,Not rated yet,755.00
Das Feuer,"Writtenby:ShannonMessenger,DorisAttwood",Narratedby:DavidNathan,16 hrs and 54 mins,30-11-21,german,Not rated yet,468.00
The Silent Season of a Hero,Writtenby:MichaelRosenwald-editor,Narratedby:KentCassella,7 hrs and 47 mins,09-03-13,English,Not rated yet,609.00
Chiedimi la luna,Writtenby:CristianoCaccamo,Narratedby:CristianoCaccamo,1 hr and 49 mins,20-02-21,italian,Not rated yet,422.00
Better than Ever,"Writtenby:AprilOsteenSimons,JoelOsteen-foreword","Narratedby:AprilOsteenSimons,JoelOsteen",4 hrs and 42 mins,28-01-22,English,Not rated yet,469.00
Cappuccino-Küsse,Writtenby:CeliaMartin,Narratedby:ChristianeMarx,6 hrs and 5 mins,06-02-13,german,Not rated yet,401.00
Brothers,Writtenby:DavidTalbot,Narratedby:MelFoster,20 hrs and 40 mins,23-08-12,English,Not rated yet,"1,005.00"
100 quotes by Mark Twain,Writtenby:MarkTwain,Narratedby:PaulSpera,24 mins,07-03-18,English,5 out of 5 stars1 rating,187.00
Le dragon des pluies,"Writtenby:AlainKorkos,KatharinaBußhoff-illustrateur","Narratedby:KatharinaBubhoff,MarieZidi",6 mins,14-02-22,french,Not rated yet,187.00
Sailing the Solar System,"Writtenby:NelYomtov,GiovanniPota,AlanBrown",Narratedby:Anonymous,19 mins,21-02-22,English,Not rated yet,93.00
Alpha Zero,Writtenby:ArthurStone,Narratedby:EricJasonMartin,14 hrs and 13 mins,07-12-21,English,Not rated yet,"1,172.00"
Nachruf auf mich selbst,Writtenby:HaraldWelzer,Narratedby:HaraldWelzer,8 hrs and 8 mins,08-10-21,german,Not rated yet,703.00
Eyes on the Street,Writtenby:RobertKanigel,Narratedby:KimberlyFarr,19 hrs and 19 mins,20-09-16,English,Not rated yet,"1,382.00"
"Amma, Take Me to the Golden Temple ",Writtenby:BhaktiMathur,Narratedby:PriyankaBhandari,1 hr and 4 mins,29-09-21,English,Not rated yet,879.00
A Gentle Tyranny,Writtenby:JessCorban,Narratedby:MelieWilliams,11 hrs and 49 mins,06-04-21,English,Not rated yet,702.00
